commit,faults,path,CyclomaticComplexity,DepthOfNesting,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,HasPointsFraction,ParadigmScoreFraction
HEAD,0,package quotation - trait Parsing - method isModuleClass,1.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - trait Parsing - method resultType,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - trait Parsing - method asClass,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - trait Parsing - method firstParamList,1.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
HEAD,0,package quotation - trait Parsing - method parseConflictProps,3.0,8.0,6.0,6.0,0.0,0.0,5.0,5.0,7.0,3.0,1.0,1.0
HEAD,0,package quotation - trait Parsing - method parseConflictAssigns,1.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0
HEAD,0,package quotation - trait Parsing - method checkTypes,4.0,9.0,18.0,14.0,0.0,0.0,6.0,5.0,6.0,1.0,1.0,-0.5263157894736842
HEAD,0,package quotation - trait Parsing - method checkTypes - method unquoted,3.0,9.0,5.0,5.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0
HEAD,1,package getquill - trait QuillSparkContext - method close,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
HEAD,0,package getquill - trait QuillSparkContext - method probe,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0
HEAD,0,package getquill - trait QuillSparkContext - method datasetEncoder,1.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package getquill - trait QuillSparkContext - method liftQuery,1.0,0.0,4.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
HEAD,0,package getquill - trait QuillSparkContext - class StructElement - method children,3.0,7.0,4.0,4.0,0.0,0.0,6.0,3.0,5.0,1.0,1.0,1.0
HEAD,0,package getquill - trait QuillSparkContext - method percolateNullArrays,4.0,14.0,22.0,20.0,2.0,0.09090909090909091,21.0,4.0,12.0,3.0,1.0,1.0
HEAD,0,package getquill - trait QuillSparkContext - method percolateNullArrays - method percolateNullArraysRecursive,4.0,14.0,17.0,15.0,2.0,0.11764705882352941,16.0,4.0,12.0,3.0,1.0,1.0
HEAD,0,package getquill - trait QuillSparkContext - object CaseAccessors - method apply,2.0,0.0,8.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0
HEAD,0,package getquill - trait QuillSparkContext - method executeQuery,1.0,0.0,4.0,4.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,1.0
HEAD,0,package getquill - trait QuillSparkContext - method executeQuerySingle,1.0,0.0,4.0,4.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,1.0
HEAD,1,package getquill - trait QuillSparkContext - method prepareString,3.0,9.0,14.0,14.0,0.0,0.0,13.0,8.0,16.0,4.0,1.0,0.8095238095238095
HEAD,0,package spark - class SparkDialect - method liftingPlaceholder,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package spark - class SparkDialect - method prepareForProbing,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,5,package spark - class SparkDialect - method translate,3.0,10.0,16.0,16.0,0.0,0.0,18.0,13.0,6.0,2.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method concatFunction,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,5,package spark - class SparkDialect - method identTokenizer,2.0,10.0,3.0,3.0,0.0,0.0,7.0,6.0,4.0,1.0,1.0,1.0
HEAD,5,package spark - class SparkDialect - method sqlQueryTokenizer,2.0,6.0,3.0,3.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method propertyTokenizer,5.0,10.0,13.0,13.0,0.0,0.0,17.0,8.0,14.0,5.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method propertyTokenizer - method path,4.0,10.0,8.0,8.0,0.0,0.0,13.0,7.0,12.0,4.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method operationTokenizer,3.0,10.0,4.0,4.0,0.0,0.0,11.0,8.0,13.0,3.0,1.0,1.0
HEAD,5,package spark - class SparkDialect - method valueTokenizer,6.0,21.0,6.0,6.0,0.0,0.0,35.0,11.0,22.0,6.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method tokenizeGroupBy,3.0,9.0,5.0,5.0,0.0,0.0,6.0,4.0,6.0,2.0,1.0,1.0
HEAD,0,package getquill - trait QuillSparkContext - method close,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
HEAD,0,package getquill - trait QuillSparkContext - method probe,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0
HEAD,0,package getquill - trait QuillSparkContext - method datasetEncoder,1.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package getquill - trait QuillSparkContext - method liftQuery,1.0,0.0,4.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
HEAD,0,package getquill - trait QuillSparkContext - class StructElement - method children,3.0,7.0,4.0,4.0,0.0,0.0,6.0,3.0,5.0,1.0,1.0,1.0
HEAD,0,package getquill - trait QuillSparkContext - method percolateNullArrays,4.0,14.0,22.0,20.0,2.0,0.09090909090909091,21.0,4.0,12.0,3.0,1.0,1.0
HEAD,0,package getquill - trait QuillSparkContext - method percolateNullArrays - method percolateNullArraysRecursive,4.0,14.0,17.0,15.0,2.0,0.11764705882352941,16.0,4.0,12.0,3.0,1.0,1.0
HEAD,5,package getquill - trait QuillSparkContext - method executeQuery,1.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0
HEAD,5,package getquill - trait QuillSparkContext - method executeQuerySingle,1.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0
HEAD,0,package getquill - trait QuillSparkContext - method prepareString,3.0,9.0,14.0,14.0,0.0,0.0,13.0,8.0,16.0,4.0,1.0,0.8095238095238095
HEAD,0,package spark - class SparkDialect - method liftingPlaceholder,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package spark - class SparkDialect - method prepareForProbing,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package spark - class SparkDialect - method translate,3.0,10.0,16.0,16.0,0.0,0.0,18.0,13.0,6.0,2.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method concatFunction,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package spark - class SparkDialect - method identTokenizer,2.0,10.0,3.0,3.0,0.0,0.0,7.0,6.0,4.0,1.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method sqlQueryTokenizer,2.0,6.0,3.0,3.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method propertyTokenizer,5.0,10.0,13.0,13.0,0.0,0.0,17.0,8.0,14.0,5.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method propertyTokenizer - method path,4.0,10.0,8.0,8.0,0.0,0.0,13.0,7.0,12.0,4.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method operationTokenizer,3.0,10.0,4.0,4.0,0.0,0.0,11.0,8.0,13.0,3.0,1.0,1.0
HEAD,1,package spark - class SparkDialect - method valueTokenizer,5.0,21.0,5.0,5.0,0.0,0.0,28.0,10.0,16.0,5.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method tokenizeGroupBy,3.0,9.0,5.0,5.0,0.0,0.0,6.0,4.0,6.0,2.0,1.0,1.0
HEAD,0,package spark - trait Encoders - method encoder,1.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0
HEAD,0,package spark - trait Encoders - method toStringEncoder,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,1,package spark - trait Encoders - method quotedToStringEncoder,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,1,package spark - trait Encoders - method mappedEncoder,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package spark - trait Encoders - method optionEncoder,3.0,4.0,6.0,6.0,0.0,0.0,4.0,4.0,6.0,1.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method liftingPlaceholder,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package spark - class SparkDialect - method prepareForProbing,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package spark - class SparkDialect - method translate,3.0,10.0,16.0,16.0,0.0,0.0,18.0,13.0,6.0,2.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method concatFunction,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package spark - class SparkDialect - method identTokenizer,2.0,10.0,3.0,3.0,0.0,0.0,7.0,6.0,4.0,1.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method sqlQueryTokenizer,2.0,6.0,3.0,3.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method propertyTokenizer,5.0,10.0,13.0,13.0,0.0,0.0,17.0,8.0,14.0,5.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method propertyTokenizer - method path,4.0,10.0,8.0,8.0,0.0,0.0,13.0,7.0,12.0,4.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method operationTokenizer,3.0,10.0,4.0,4.0,0.0,0.0,11.0,8.0,13.0,3.0,1.0,1.0
HEAD,0,package spark - class SparkDialect - method valueTokenizer,5.0,21.0,5.0,5.0,0.0,0.0,28.0,10.0,16.0,5.0,1.0,1.0
HEAD,0,package encoding - trait Encoders - class OrientDBEncoder - method apply,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Encoders - method encoder,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Encoders - method encoder,1.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Encoders - method optionEncoder,3.0,4.0,7.0,7.0,0.0,0.0,4.0,3.0,6.0,1.0,1.0,1.0
HEAD,0,package encoding - trait Encoders - method mappedEncoder,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Decoders - class OrientDBDecoder - method apply,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Decoders - method decoder,2.0,0.0,7.0,6.0,0.0,0.0,9.0,6.0,0.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Decoders - method decoder,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Decoders - method optionDecoder,4.0,5.0,9.0,9.0,0.0,0.0,8.0,6.0,2.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Decoders - method mappedDecoder,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package cassandra - trait CassandraContext - method optionDecoder,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cassandra - trait CassandraContext - method optionEncoder,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cassandra - trait CassandraContext - method listDecoder,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cassandra - trait CassandraContext - method setDecoder,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cassandra - trait CassandraContext - method mapDecoder,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cassandra - trait CassandraContext - method listEncoder,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cassandra - trait CassandraContext - method setEncoder,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cassandra - trait CassandraContext - method mapEncoder,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package encoding - trait Decoders - class CassandraDecoder - method apply,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Decoders - method decoder,2.0,0.0,6.0,6.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Decoders - method decoder,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Decoders - method optionDecoder,3.0,5.0,7.0,7.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Decoders - method mappedDecoder,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Encoders - class CassandraEncoder - method apply,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Encoders - method encoder,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Encoders - method encoder,1.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0
HEAD,0,package encoding - trait Encoders - method optionEncoder,3.0,4.0,7.0,7.0,0.0,0.0,4.0,3.0,6.0,1.0,1.0,1.0
HEAD,0,package encoding - trait Encoders - method mappedEncoder,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package getquill - class CassandraAsyncContext - method performIO,2.0,0.0,4.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.6
HEAD,1,package getquill - class CassandraAsyncContext - method executeQuery,2.0,5.0,6.0,6.0,0.0,0.0,8.0,6.0,6.0,2.0,1.0,0.7777777777777777
HEAD,0,package getquill - class CassandraAsyncContext - method executeQuerySingle,1.0,0.0,2.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,1.0
HEAD,1,package getquill - class CassandraAsyncContext - method executeAction,2.0,5.0,5.0,5.0,0.0,0.0,7.0,6.0,6.0,2.0,1.0,0.75
HEAD,0,package getquill - class CassandraAsyncContext - method executeBatchAction,2.0,7.0,7.0,7.0,0.0,0.0,9.0,6.0,6.0,2.0,1.0,0.7600000000000001
HEAD,0,package dsl - class MetaDslMacro - method schemaMeta,1.0,0.0,11.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method queryMeta,1.0,0.0,11.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method insertMeta,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method updateMeta,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method materializeQueryMeta,1.0,0.0,10.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package dsl - class MetaDslMacro - method materializeUpdateMeta,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
HEAD,0,package dsl - class MetaDslMacro - method materializeInsertMeta,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
HEAD,0,package dsl - class MetaDslMacro - method materializeSchemaMeta,2.0,0.0,12.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
HEAD,0,package dsl - class MetaDslMacro - method expandQuery,1.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,1,package dsl - class MetaDslMacro - method extract,9.0,21.0,37.0,32.0,0.0,0.0,21.0,9.0,44.0,14.0,1.0,0.904
HEAD,1,package dsl - class MetaDslMacro - method extract - method expand,9.0,21.0,33.0,29.0,0.0,0.0,21.0,9.0,44.0,14.0,1.0,0.9130434782608696
HEAD,0,package dsl - class MetaDslMacro - method actionMeta,2.0,9.0,18.0,11.0,0.0,0.0,6.0,5.0,6.0,2.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method flatten,6.0,14.0,19.0,18.0,0.0,0.0,12.0,8.0,22.0,5.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method flatten - method nest,3.0,9.0,5.0,5.0,0.0,0.0,1.0,1.0,6.0,1.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method flatten - method apply,1.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method is,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method value,15.0,15.0,69.0,66.0,0.0,0.0,53.0,28.0,57.0,17.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method value - method nest,3.0,12.0,17.0,17.0,0.0,0.0,11.0,10.0,6.0,1.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method value - method apply,6.0,15.0,24.0,21.0,0.0,0.0,18.0,11.0,10.0,3.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method value - method apply - method value,3.0,9.0,12.0,10.0,0.0,0.0,7.0,6.0,4.0,2.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method value - method filterExcludes,8.0,13.0,25.0,25.0,0.0,0.0,22.0,15.0,41.0,13.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method value - method filterExcludes - method path,4.0,5.0,6.0,6.0,0.0,0.0,5.0,3.0,15.0,6.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method value - method filterExcludes - method filter,4.0,11.0,9.0,9.0,0.0,0.0,10.0,8.0,14.0,6.0,1.0,1.0
HEAD,0,package dsl - class MetaDslMacro - method isTuple,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
HEAD,0,package dsl - class MetaDslMacro - method caseClassConstructor,1.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package quotation - trait Parsing - class Parser - method apply,1.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - trait Parsing - class Parser - method unapply,3.0,5.0,7.0,7.0,0.0,0.0,4.0,4.0,9.0,4.0,1.0,1.0
HEAD,0,package quotation - trait Parsing - method patMatchParser,6.0,9.0,21.0,21.0,0.0,0.0,22.0,15.0,22.0,7.0,1.0,1.0
HEAD,0,package quotation - trait Parsing - method patMatchParser - method property,2.0,7.0,4.0,4.0,0.0,0.0,5.0,4.0,6.0,2.0,1.0,1.0
HEAD,0,package quotation - trait Parsing - method patMatchParser - method reductions,5.0,9.0,11.0,11.0,0.0,0.0,12.0,10.0,16.0,5.0,1.0,1.0
