commit,faults,path,CyclomaticComplexity,DepthOfNesting,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmScoreFraction
HEAD,0,package util - object JGitUtil - method getCommitCount,2.0,0.0,13.0,13.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0
HEAD,1,package util - object JGitUtil - method getRepositoryInfo,3.0,5.0,37.0,33.0,3.0,0.08333333333333333,32.0,24.0,7.0,1.0,1.0
HEAD,2,package util - object JGitUtil - method getFileList,19.0,15.0,125.0,121.0,2.0,0.016260162601626018,128.0,59.0,58.0,16.0,0.7555012224938875
HEAD,0,package util - object JGitUtil - method getFileList - method useTreeWalk,3.0,0.0,12.0,12.0,0.0,0.0,16.0,9.0,0.0,0.0,0.07407407407407421
HEAD,0,package util - object JGitUtil - method getFileList - method simplifyPath,6.0,15.0,28.0,26.0,1.0,0.037037037037037035,25.0,16.0,23.0,5.0,1.0
HEAD,0,package util - object JGitUtil - method getFileList - method appendLastCommits,5.0,11.0,23.0,22.0,1.0,0.043478260869565216,16.0,8.0,12.0,5.0,1.0
HEAD,0,package util - object JGitUtil - method getFileList - method getCommit,1.0,0.0,10.0,10.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - method getSummaryMessage,3.0,0.0,7.0,7.0,0.0,0.0,13.0,7.0,0.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method getTreeId,2.0,0.0,8.0,8.0,0.0,0.0,12.0,9.0,0.0,0.0,0.8333333333333334
HEAD,0,package util - object JGitUtil - method getAllFileListByTreeId,4.0,0.0,17.0,17.0,0.0,0.0,21.0,14.0,0.0,0.0,0.3488372093023256
HEAD,0,package util - object JGitUtil - method getCommitLog,7.0,11.0,39.0,38.0,0.0,0.0,37.0,27.0,2.0,0.0,0.793103448275862
HEAD,0,package util - object JGitUtil - method getCommitLog - method getCommitLog,4.0,11.0,16.0,16.0,0.0,0.0,16.0,12.0,2.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method getCommitLogs,5.0,9.0,21.0,19.0,0.0,0.0,19.0,13.0,2.0,0.0,0.943661971830986
HEAD,0,package util - object JGitUtil - method getCommitLogs - method getCommitLog,5.0,9.0,12.0,11.0,0.0,0.0,8.0,6.0,2.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method getCommitLog,1.0,0.0,2.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method getLatestCommitFromPath,1.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - method getLatestCommitFromPaths,1.0,0.0,7.0,7.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0
HEAD,1,package util - object JGitUtil - method getPatch,1.0,0.0,13.0,13.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - method getDiffEntries,5.0,13.0,24.0,24.0,0.0,0.0,31.0,18.0,8.0,1.0,0.9354838709677418
HEAD,0,package util - object JGitUtil - method getParentCommitId,3.0,6.0,9.0,9.0,0.0,0.0,12.0,9.0,2.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method getDiffs,5.0,0.0,70.0,69.0,2.0,0.028169014084507043,75.0,24.0,0.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method makePatchFromDiffEntry,1.0,0.0,9.0,9.0,1.0,0.1,15.0,13.0,0.0,0.0,0.46666666666666673
HEAD,1,package util - object JGitUtil - method getBranchesOfCommit,1.0,0.0,19.0,19.0,0.0,0.0,24.0,18.0,0.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method getTagsOnCommit,1.0,0.0,16.0,14.0,0.0,0.0,13.0,12.0,0.0,0.0,1.0
HEAD,1,package util - object JGitUtil - method getTagsOfCommit,1.0,0.0,20.0,20.0,0.0,0.0,24.0,18.0,0.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method initRepository,1.0,0.0,5.0,5.0,0.0,0.0,9.0,7.0,0.0,0.0,-0.4166666666666667
HEAD,0,package util - object JGitUtil - method cloneRepository,1.0,0.0,4.0,4.0,0.0,0.0,12.0,10.0,0.0,0.0,-0.4444444444444444
HEAD,0,package util - object JGitUtil - method isEmpty,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - method setReceivePack,1.0,0.0,5.0,5.0,0.0,0.0,5.0,4.0,0.0,0.0,-0.4166666666666667
HEAD,0,package util - object JGitUtil - method getDefaultBranch,4.0,7.0,14.0,14.0,0.0,0.0,11.0,10.0,6.0,1.0,1.0
HEAD,0,package util - object JGitUtil - method createTag,5.0,6.0,18.0,18.0,0.0,0.0,19.0,13.0,16.0,4.0,0.3684210526315789
HEAD,0,package util - object JGitUtil - method createBranch,3.0,6.0,10.0,9.0,1.0,0.1,7.0,6.0,11.0,1.0,0.0
HEAD,0,package util - object JGitUtil - method createDirCacheEntry,1.0,0.0,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,-1.0
HEAD,0,package util - object JGitUtil - method createNewCommit,2.0,0.0,27.0,27.0,0.0,0.0,19.0,18.0,0.0,0.0,-1.0
HEAD,0,package util - object JGitUtil - method getSubmodules,2.0,6.0,18.0,18.0,0.0,0.0,16.0,15.0,4.0,1.0,0.8709677419354839
HEAD,0,package util - object JGitUtil - method getContentFromPath,4.0,5.0,16.0,14.0,0.0,0.0,16.0,13.0,3.0,0.0,0.8400000000000001
HEAD,0,package util - object JGitUtil - method getContentFromPath - method getPathObjectId,4.0,5.0,6.0,6.0,0.0,0.0,6.0,6.0,3.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method getLfsObjects,2.0,0.0,14.0,12.0,2.0,0.14285714285714285,12.0,9.0,0.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method getContentSize,4.0,5.0,13.0,13.0,0.0,0.0,9.0,8.0,6.0,1.0,1.0
HEAD,0,package util - object JGitUtil - method isLfsPointer,1.0,0.0,3.0,3.0,1.0,0.25,5.0,5.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - method getContentInfo,6.0,0.0,28.0,22.0,4.0,0.15384615384615385,25.0,17.0,0.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method getContentFromId,3.0,2.0,13.0,11.0,0.0,0.0,14.0,12.0,4.0,1.0,1.0
HEAD,0,package util - object JGitUtil - method getObjectLoaderFromId,2.0,2.0,8.0,7.0,0.0,0.0,8.0,6.0,4.0,1.0,1.0
HEAD,0,package util - object JGitUtil - method getAllCommitIds,3.0,0.0,11.0,11.0,0.0,0.0,11.0,11.0,0.0,0.0,-1.0
HEAD,1,package util - object JGitUtil - method processTree,2.0,0.0,13.0,13.0,0.0,0.0,20.0,14.0,0.0,0.0,0.7818181818181819
HEAD,0,package util - object JGitUtil - method getForkedCommitId,1.0,0.0,15.0,15.0,0.0,0.0,11.0,9.0,0.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method updatePullRequest,1.0,0.0,30.0,30.0,0.0,0.0,21.0,16.0,0.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method getLastModifiedCommit,1.0,0.0,3.0,3.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0
HEAD,3,package util - object JGitUtil - method getBranches,2.0,0.0,36.0,36.0,0.0,0.0,37.0,29.0,0.0,0.0,0.6363636363636364
HEAD,0,package util - object JGitUtil - method getBlame,3.0,0.0,34.0,34.0,0.0,0.0,61.0,49.0,0.0,0.0,-0.0697674418604651
HEAD,0,package util - object JGitUtil - method getShaByRef,1.0,0.0,5.0,5.0,0.0,0.0,10.0,8.0,0.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method openFile,3.0,0.0,21.0,21.0,0.0,0.0,25.0,19.0,0.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method openFile,1.0,0.0,7.0,7.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0
HEAD,0,package util - object JGitUtil - method getLfsAttributes,1.0,0.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package util - object AuthUtil - method requireAuth,1.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,-1.0
HEAD,0,package util - object AuthUtil - method decodeAuthHeader,2.0,1.0,7.0,6.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0
HEAD,0,package service - trait MilestonesService - method createMilestone,1.0,0.0,15.0,15.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.3333333333333333
HEAD,2,package service - trait MilestonesService - method updateMilestone,1.0,0.0,5.0,5.0,0.0,0.0,5.0,2.0,0.0,0.0,-0.3333333333333333
HEAD,0,package service - trait MilestonesService - method openMilestone,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,-0.3333333333333333
HEAD,0,package service - trait MilestonesService - method closeMilestone,1.0,0.0,2.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,-0.3333333333333333
HEAD,0,package service - trait MilestonesService - method deleteMilestone,1.0,0.0,4.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0,-0.3333333333333333
HEAD,0,package service - trait MilestonesService - method getMilestone,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package service - trait MilestonesService - method getMilestonesWithIssueCount,2.0,6.0,21.0,21.0,0.0,0.0,16.0,2.0,7.0,2.0,1.0
HEAD,0,package service - trait MilestonesService - method getMilestones,1.0,0.0,5.0,5.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0
HEAD,1,package servlet - class GitRepositoryServlet - method init,1.0,0.0,6.0,6.0,0.0,0.0,6.0,4.0,0.0,0.0,-1.0
HEAD,1,package servlet - class GitRepositoryServlet - method service,3.0,0.0,18.0,15.0,2.0,0.11764705882352941,26.0,2.0,0.0,0.0,-1.0
HEAD,0,package servlet - class GitRepositoryServlet - method withLockRepository,2.0,0.0,9.0,8.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0
HEAD,2,package servlet - class GitRepositoryServlet - method serviceGitLfsBatchAPI,7.0,30.0,67.0,67.0,1.0,0.014705882352941176,54.0,9.0,17.0,3.0,-0.3604060913705584
HEAD,1,package servlet - class GitBucketRepositoryResolver - method open,2.0,11.0,13.0,12.0,1.0,0.07692307692307693,12.0,10.0,7.0,2.0,1.0
HEAD,0,package servlet - class GitBucketReceivePackFactory - method create,4.0,0.0,33.0,33.0,0.0,0.0,34.0,7.0,0.0,0.0,-1.0
HEAD,2,package servlet - class CommitLogHook - method onPreReceive,2.0,4.0,23.0,21.0,1.0,0.045454545454545456,14.0,2.0,4.0,1.0,-1.0
HEAD,3,package servlet - class CommitLogHook - method onPostReceive,24.0,4.0,144.0,130.0,10.0,0.07142857142857142,111.0,3.0,36.0,1.0,-0.8245614035087718
HEAD,1,package servlet - class WikiCommitHook - method onPostReceive,10.0,17.0,53.0,48.0,0.0,0.0,38.0,3.0,33.0,9.0,-0.5118110236220471
HEAD,2,package ssh - class GitCommand - method runTask,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
HEAD,3,package ssh - class GitCommand - method newTask,5.0,7.0,20.0,20.0,0.0,0.0,11.0,7.0,14.0,3.0,-0.4193548387096775
HEAD,0,package ssh - class GitCommand - method start,1.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,-1.0
HEAD,0,package ssh - class GitCommand - method destroy,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
HEAD,0,package ssh - class GitCommand - method setExitCallback,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0
HEAD,0,package ssh - class GitCommand - method setErrorStream,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0
HEAD,0,package ssh - class GitCommand - method setOutputStream,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0
HEAD,0,package ssh - class GitCommand - method setInputStream,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0
HEAD,0,package ssh - class GitCommand - method setSession,1.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,-1.0
HEAD,0,package ssh - class DefaultGitCommand - method userName,3.0,2.0,6.0,6.0,0.0,0.0,2.0,1.0,7.0,1.0,1.0
HEAD,0,package ssh - class DefaultGitCommand - method isReadableUser,7.0,8.0,18.0,18.0,0.0,0.0,11.0,5.0,21.0,3.0,1.0
HEAD,0,package ssh - class DefaultGitCommand - method isWritableUser,7.0,8.0,18.0,18.0,0.0,0.0,11.0,5.0,22.0,4.0,1.0
HEAD,2,package ssh - class DefaultGitUploadPack - method runTask,2.0,0.0,16.0,15.0,0.0,0.0,16.0,8.0,0.0,0.0,-0.64
HEAD,2,package ssh - class DefaultGitReceivePack - method runTask,3.0,0.0,21.0,20.0,0.0,0.0,20.0,13.0,0.0,0.0,-0.5249999999999999
HEAD,2,package ssh - class PluginGitUploadPack - method runTask,2.0,0.0,13.0,12.0,0.0,0.0,16.0,10.0,0.0,0.0,-0.5909090909090909
HEAD,2,package ssh - class PluginGitReceivePack - method runTask,2.0,0.0,13.0,12.0,0.0,0.0,16.0,10.0,0.0,0.0,-0.5909090909090909
HEAD,0,package ssh - class GitCommandFactory - method createCommand,8.0,7.0,21.0,20.0,0.0,0.0,18.0,13.0,47.0,7.0,0.8
HEAD,0,package ssh - class GitCommandFactory - method pluginRepository,1.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package ssh - class GitCommandFactory - method routing,1.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package ssh - object PublicKeyAuthenticator - method putAuthType,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0
HEAD,0,package ssh - object PublicKeyAuthenticator - method getAuthType,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package ssh - object PublicKeyAuthenticator - object AuthType - method userName,3.0,5.0,6.0,6.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0
HEAD,0,package ssh - class PublicKeyAuthenticator - method authenticate,2.0,0.0,9.0,8.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
HEAD,0,package ssh - class PublicKeyAuthenticator - method authenticateLoginUser,2.0,0.0,12.0,12.0,0.0,0.0,8.0,5.0,0.0,0.0,0.14285714285714285
HEAD,0,package ssh - class PublicKeyAuthenticator - method authenticateGenericUser,4.0,5.0,39.0,33.0,6.0,0.15384615384615385,26.0,4.0,8.0,1.0,1.0
HEAD,0,package api - object ApiCombinedCommitStatus - method apply,2.0,4.0,12.0,12.0,0.0,0.0,7.0,6.0,6.0,2.0,1.0
HEAD,0,package api - trait ApiPullRequestControllerBase - method getApiPullRequest,6.0,17.0,28.0,26.0,0.0,0.0,40.0,2.0,35.0,10.0,1.0
HEAD,0,package model - trait AccountExtraMailAddressComponent - class AccountExtraMailAddresses - method *,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package controller - trait ValidationSupport - method get,1.0,0.0,6.0,6.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0
HEAD,0,package controller - trait ValidationSupport - method post,1.0,0.0,6.0,6.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0
HEAD,0,package controller - trait ValidationSupport - method put,1.0,0.0,6.0,6.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0
HEAD,0,package controller - trait ValidationSupport - method delete,1.0,0.0,6.0,6.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0
HEAD,0,package controller - trait ValidationSupport - method ajaxGet,1.0,0.0,5.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0
HEAD,0,package controller - trait ValidationSupport - method ajaxPost,1.0,0.0,5.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0
HEAD,0,package controller - trait ValidationSupport - method ajaxDelete,1.0,0.0,5.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0
HEAD,0,package controller - trait ValidationSupport - method ajaxPut,1.0,0.0,5.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0
HEAD,0,package controller - trait ValidationSupport - method registerValidate,1.0,0.0,6.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,-1.0
HEAD,0,package controller - trait ValidationSupport - method ajaxError,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package controller - trait ValidationSupport - method toJson,2.0,3.0,5.0,5.0,0.0,0.0,5.0,3.0,7.0,2.0,1.0
HEAD,0,package plugin - class Plugin - method images,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method controllers,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method anonymousAccessiblePaths,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method javaScripts,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method renderers,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method repositoryRoutings,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method accountHooks,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method receiveHooks,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method repositoryHooks,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method issueHooks,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method pullRequestHooks,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method repositoryHeaders,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method globalMenus,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method repositoryMenus,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method repositorySettingTabs,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method profileTabs,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method systemSettingMenus,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method accountSettingMenus,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method dashboardTabs,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method issueSidebars,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method assetsMappings,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method textDecorators,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method suggestionProviders,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method sshCommandProviders,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin - method initialize,6.0,3.0,79.0,79.0,0.0,0.0,103.0,54.0,26.0,9.0,-0.30803571428571425
HEAD,0,package plugin - class Plugin - method shutdown,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
HEAD,0,package plugin - class Plugin - method fromClassPath,1.0,0.0,6.0,6.0,0.0,0.0,9.0,7.0,0.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method accountWebHookForm,1.0,0.0,9.0,9.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method accountWebHook,3.0,0.0,12.0,10.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method accountWebHook - <$anon: <error>> - method validate,3.0,0.0,10.0,8.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method accountWebhookEvents,2.0,0.0,13.0,12.0,0.0,0.0,12.0,11.0,0.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method accountWebhookEvents - <$anon: <error>> - method convert,1.0,0.0,5.0,5.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method accountWebhookEvents - <$anon: <error>> - method validate,2.0,0.0,6.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method _headers,1.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method existsAccount,2.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method existsAccount - <$anon: <error>> - method validate,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method uniqueRepository,2.0,1.0,15.0,13.0,0.0,0.0,9.0,6.0,1.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method uniqueRepository - <$anon: <error>> - method validate,2.0,1.0,13.0,11.0,0.0,0.0,8.0,5.0,1.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method members,3.0,5.0,8.0,8.0,0.0,0.0,8.0,7.0,12.0,2.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method members - <$anon: <error>> - method validate,3.0,5.0,6.0,6.0,0.0,0.0,7.0,6.0,12.0,2.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method validPublicKey,3.0,5.0,7.0,7.0,0.0,0.0,7.0,5.0,4.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method validPublicKey - <$anon: <error>> - method validate,3.0,5.0,5.0,5.0,0.0,0.0,6.0,4.0,4.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method validGpgPublicKey,4.0,5.0,12.0,12.0,0.0,0.0,7.0,4.0,9.0,1.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method validGpgPublicKey - <$anon: <error>> - method validate,4.0,5.0,10.0,10.0,0.0,0.0,6.0,3.0,9.0,1.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method validAccountName,3.0,5.0,8.0,8.0,0.0,0.0,4.0,4.0,5.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method validAccountName - <$anon: <error>> - method validate,3.0,5.0,6.0,6.0,0.0,0.0,3.0,3.0,5.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method isGroupManager,1.0,0.0,7.0,7.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0
HEAD,2,package model - trait MilestoneComponent - class Milestones - method *,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package model - trait MilestoneComponent - class Milestones - method byPrimaryKey,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package model - trait MilestoneComponent - class Milestones - method byPrimaryKey,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,1,package servlet - class InitializeListener - method contextInitialized,4.0,0.0,38.0,30.0,7.0,0.1891891891891892,25.0,3.0,0.0,0.0,-1.0
HEAD,0,package servlet - class InitializeListener - method checkVersion,5.0,0.0,31.0,28.0,3.0,0.0967741935483871,27.0,10.0,0.0,0.0,-0.8437500000000001
HEAD,0,package servlet - class InitializeListener - method extractBundledPlugins,7.0,9.0,30.0,29.0,0.0,0.0,28.0,9.0,18.0,5.0,-0.02564102564102553
HEAD,0,package servlet - class InitializeListener - method contextDestroyed,1.0,0.0,8.0,5.0,3.0,0.375,4.0,4.0,0.0,0.0,-1.0
HEAD,0,package servlet - class DeleteOldActivityActor - method receive,3.0,11.0,12.0,11.0,0.0,0.0,9.0,1.0,4.0,1.0,1.0
